Amount,hour,day_of_week,is_night,card_txn_count_so_far,card_avg_amount_so_far,amount_vs_card_avg,true_label,proba,risk_tier
116.72,16,4,0,0,116.72,1.0,0,0.28655154,low_risk_log_only
154.0,8,4,0,2,45.0,3.422222222222222,0,0.5936226,medium_risk_human_review
112.0,9,2,0,0,112.0,1.0,0,0.1215168,low_risk_log_only
121.0,12,4,0,0,121.0,1.0,1,0.21565263,low_risk_log_only
154.0,19,1,0,0,154.0,1.0,0,0.04755904,low_risk_log_only
92.0,14,1,0,0,92.0,1.0,0,0.03148781,low_risk_log_only
112.0,16,6,0,0,112.0,1.0,0,0.08801511,low_risk_log_only
33.0,22,1,0,0,33.0,1.0,0,0.4163062,low_risk_log_only
165.0,15,4,0,0,165.0,1.0,0,0.49580956,medium_risk_human_review
20.0,15,1,0,0,20.0,1.0,0,0.023985507,low_risk_log_only
89.6,14,1,0,0,89.6,1.0,0,0.026929306,low_risk_log_only
100.0,13,3,0,0,100.0,1.0,0,0.13462876,low_risk_log_only
88.0,11,3,0,0,88.0,1.0,0,0.112333,low_risk_log_only
179.2,15,2,0,0,179.2,1.0,0,0.2269038,low_risk_log_only
89.6,1,6,1,2,184.8,0.4848484848484848,0,0.006113257,low_risk_log_only
132.0,13,4,0,1,143.0,0.9230769230769231,0,0.19017726,low_risk_log_only
135.94,23,2,1,0,135.94,1.0,0,0.2695841,low_risk_log_only
16.5,19,4,0,0,16.5,1.0,0,0.001132848,low_risk_log_only
88.0,18,2,0,1,88.0,1.0,0,0.27817896,low_risk_log_only
172.75,20,0,0,0,172.75,1.0,0,0.16474296,low_risk_log_only
35.53,0,2,1,0,35.53,1.0,0,0.28169182,low_risk_log_only
46.0,12,3,0,4,80.5,0.5714285714285714,0,0.6532886,medium_risk_human_review
104.5,10,4,0,0,104.5,1.0,0,0.1743093,low_risk_log_only
67.2,11,3,0,0,67.2,1.0,0,0.20202386,low_risk_log_only
78.4,23,0,1,0,78.4,1.0,0,0.07923728,low_risk_log_only
132.0,1,4,1,0,132.0,1.0,0,0.33634266,low_risk_log_only
264.0,18,1,0,0,264.0,1.0,0,0.22139943,low_risk_log_only
145.6,1,3,1,1,123.3,1.180859691808597,1,0.53311527,medium_risk_human_review
44.8,13,0,0,1,89.6,0.5,0,0.085153595,low_risk_log_only
23.0,21,3,0,0,23.0,1.0,0,0.0026222628,low_risk_log_only
56.0,21,1,0,0,56.0,1.0,0,0.27967408,low_risk_log_only
46.0,19,2,0,0,46.0,1.0,0,0.184142,low_risk_log_only
69.0,11,3,0,1,34.5,2.0,0,0.40643322,low_risk_log_only
23.0,13,2,0,0,23.0,1.0,0,0.008347707,low_risk_log_only
80.5,21,6,0,0,80.5,1.0,0,0.010956833,low_risk_log_only
30.0,13,3,0,0,30.0,1.0,0,0.050937496,low_risk_log_only
89.6,21,1,0,0,89.6,1.0,0,0.06514684,low_risk_log_only
77.0,22,4,0,0,77.0,1.0,0,0.25625682,low_risk_log_only
66.0,15,5,0,0,66.0,1.0,0,0.11530752,low_risk_log_only
121.0,19,2,0,0,121.0,1.0,0,0.21427143,low_risk_log_only
110.0,14,4,0,0,110.0,1.0,0,0.25533983,low_risk_log_only
78.4,8,3,0,0,78.4,1.0,0,0.0370253,low_risk_log_only
172.5,15,3,0,0,172.5,1.0,1,0.47834653,medium_risk_human_review
23.0,19,1,0,2,34.5,0.6666666666666666,0,0.16957855,low_risk_log_only
15.0,21,3,0,0,15.0,1.0,0,0.001002192,low_risk_log_only
43.2,13,4,0,0,43.2,1.0,0,0.16769622,low_risk_log_only
308.0,12,5,0,0,308.0,1.0,0,0.19059643,low_risk_log_only
143.0,17,2,0,0,143.0,1.0,0,0.07719701,low_risk_log_only
439.6,18,3,0,0,439.6,1.0,0,0.72937036,high_risk_auto_flag
88.0,23,3,1,1,88.0,1.0,0,0.2997527,low_risk_log_only
448.0,11,1,0,0,448.0,1.0,0,0.20354848,low_risk_log_only
77.0,18,4,0,0,77.0,1.0,0,0.29147428,low_risk_log_only
99.0,15,4,0,0,99.0,1.0,0,0.1931391,low_risk_log_only
156.8,8,1,0,0,156.8,1.0,0,0.0071255905,low_risk_log_only
143.0,16,6,0,0,143.0,1.0,0,0.018068165,low_risk_log_only
630.0,9,1,0,0,630.0,1.0,0,0.291006,low_risk_log_only
106.4,15,0,0,0,106.4,1.0,0,0.23812842,low_risk_log_only
88.0,18,2,0,0,88.0,1.0,0,0.06514684,low_risk_log_only
220.0,18,2,0,0,220.0,1.0,0,0.29446372,low_risk_log_only
78.4,13,0,0,0,78.4,1.0,0,0.05791213,low_risk_log_only
134.4,20,2,0,1,168.0,0.8,0,0.3915216,low_risk_log_only
121.0,19,4,0,1,112.0,1.0803571428571428,0,0.56967217,medium_risk_human_review
86.0,21,0,0,0,86.0,1.0,0,0.07015829,low_risk_log_only
103.5,16,2,0,0,103.5,1.0,0,0.21129102,low_risk_log_only
308.0,20,3,0,0,308.0,1.0,0,0.15192899,low_risk_log_only
84.0,22,1,0,1,72.8,1.153846153846154,0,0.20064719,low_risk_log_only
56.0,20,2,0,0,56.0,1.0,0,0.27967408,low_risk_log_only
630.0,10,0,0,0,630.0,1.0,0,0.03783727,low_risk_log_only
220.0,22,1,0,0,220.0,1.0,0,0.2708225,low_risk_log_only
46.0,21,0,0,0,46.0,1.0,0,0.19843382,low_risk_log_only
275.0,16,0,0,0,275.0,1.0,0,0.12000201,low_risk_log_only
34.5,17,2,0,0,34.5,1.0,0,0.42356965,low_risk_log_only
92.0,19,3,0,0,92.0,1.0,0,0.08486615,low_risk_log_only
308.0,15,4,0,0,308.0,1.0,0,0.16240619,low_risk_log_only
484.0,14,3,0,0,484.0,1.0,0,0.6557736,medium_risk_human_review
46.0,15,4,0,0,46.0,1.0,0,0.6280038,medium_risk_human_review
112.0,19,5,0,0,112.0,1.0,0,0.4526006,medium_risk_human_review
132.0,18,4,0,0,132.0,1.0,0,0.2244021,low_risk_log_only
45.2,22,6,0,0,45.2,1.0,0,0.006202065,low_risk_log_only
154.0,15,4,0,0,154.0,1.0,0,0.101136535,low_risk_log_only
138.0,13,4,0,0,138.0,1.0,0,0.14174284,low_risk_log_only
210.0,20,3,0,0,210.0,1.0,1,0.4816469,medium_risk_human_review
67.2,16,4,0,0,67.2,1.0,0,0.16978703,low_risk_log_only
352.0,22,2,0,0,352.0,1.0,0,0.118197806,low_risk_log_only
46.0,15,4,0,0,46.0,1.0,0,0.6280038,medium_risk_human_review
55.0,18,2,0,1,55.0,1.0,0,0.6738675,medium_risk_human_review
275.0,7,1,0,0,275.0,1.0,0,0.032526605,low_risk_log_only
105.0,18,5,0,0,105.0,1.0,0,0.2734634,low_risk_log_only
880.0,15,5,0,0,880.0,1.0,0,0.64604694,medium_risk_human_review
672.0,15,2,0,0,672.0,1.0,0,0.79996717,high_risk_auto_flag
138.0,17,2,0,2,214.5,0.6433566433566433,0,0.7777564,high_risk_auto_flag
630.0,18,0,0,0,630.0,1.0,0,0.05083473,low_risk_log_only
104.5,14,4,0,1,104.5,1.0,0,0.45497555,medium_risk_human_review
104.5,22,5,0,0,104.5,1.0,0,0.21423008,low_risk_log_only
77.0,12,3,0,0,77.0,1.0,0,0.25137022,low_risk_log_only
120.75,14,3,0,1,138.0,0.875,0,0.16245773,low_risk_log_only
132.0,22,4,0,0,132.0,1.0,0,0.2244021,low_risk_log_only
78.4,19,3,0,1,78.4,1.0,0,0.500347,medium_risk_human_review
154.0,17,4,0,0,154.0,1.0,0,0.09793571,low_risk_log_only
112.0,19,3,0,0,112.0,1.0,0,0.34365085,low_risk_log_only
23.0,13,1,0,0,23.0,1.0,0,0.01094208,low_risk_log_only
89.6,14,0,0,0,89.6,1.0,0,0.030184422,low_risk_log_only
220.0,16,4,0,0,220.0,1.0,0,0.36363643,low_risk_log_only
143.0,21,6,0,0,143.0,1.0,0,0.014871542,low_risk_log_only
115.0,10,4,0,0,115.0,1.0,0,0.2802719,low_risk_log_only
100.0,11,5,0,0,100.0,1.0,0,0.33824548,low_risk_log_only
48.0,22,0,0,0,48.0,1.0,0,0.2458923,low_risk_log_only
92.0,16,0,0,0,92.0,1.0,0,0.123453006,low_risk_log_only
138.0,15,4,0,0,138.0,1.0,0,0.22454183,low_risk_log_only
154.0,12,4,0,0,154.0,1.0,0,0.121591255,low_risk_log_only
143.0,18,2,0,0,143.0,1.0,0,0.07050013,low_risk_log_only
111.65,20,0,0,0,111.65,1.0,0,0.290186,low_risk_log_only
120.75,14,3,0,0,120.75,1.0,0,0.18774818,low_risk_log_only
148.5,23,6,1,0,148.5,1.0,0,0.20394477,low_risk_log_only
313.6,17,1,0,0,313.6,1.0,0,0.13430825,low_risk_log_only
132.0,10,1,0,0,132.0,1.0,0,0.0579649,low_risk_log_only
154.0,20,1,0,0,154.0,1.0,0,0.04755904,low_risk_log_only
40.0,20,5,0,1,40.0,1.0,0,0.08718719,low_risk_log_only
89.6,19,0,0,1,45.2,1.982300884955752,0,0.20432761,low_risk_log_only
23.0,0,2,1,0,23.0,1.0,0,0.11921554,low_risk_log_only
297.0,21,6,0,0,297.0,1.0,0,0.058163874,low_risk_log_only
134.4,0,4,1,0,134.4,1.0,0,0.27851868,low_risk_log_only
231.0,23,4,1,0,231.0,1.0,0,0.19502431,low_risk_log_only
34.5,9,2,0,0,34.5,1.0,0,0.093916565,low_risk_log_only
110.0,17,4,0,0,110.0,1.0,0,0.35273108,low_risk_log_only
123.3,13,0,0,0,123.3,1.0,0,0.072049506,low_risk_log_only
345.0,22,4,0,1,402.5,0.8571428571428571,0,0.151,low_risk_log_only
65.0,20,2,0,0,65.0,1.0,0,0.42904618,low_risk_log_only
23.0,12,1,0,0,23.0,1.0,0,0.010720275,low_risk_log_only
275.0,18,0,0,0,275.0,1.0,0,0.10619314,low_risk_log_only
132.0,12,4,0,0,132.0,1.0,0,0.16417703,low_risk_log_only
156.8,21,4,0,0,156.8,1.0,0,0.09786517,low_risk_log_only
77.0,8,4,0,0,77.0,1.0,0,0.06514655,low_risk_log_only
145.6,21,0,0,1,145.6,1.0,0,0.22113264,low_risk_log_only
161.0,16,2,0,0,161.0,1.0,0,0.05727568,low_risk_log_only
403.2,22,3,0,0,403.2,1.0,0,0.71637684,high_risk_auto_flag
165.0,10,2,0,0,165.0,1.0,0,0.07930661,low_risk_log_only
134.4,16,0,0,0,134.4,1.0,0,0.27640393,low_risk_log_only
16.5,16,3,0,0,16.5,1.0,0,0.00229204,low_risk_log_only
110.0,2,4,1,0,110.0,1.0,0,0.3336673,low_risk_log_only
134.4,22,1,0,0,134.4,1.0,0,0.18470976,low_risk_log_only
46.0,12,1,0,0,46.0,1.0,0,0.26141438,low_risk_log_only
154.0,23,3,1,0,154.0,1.0,0,0.12756765,low_risk_log_only
209.0,13,4,0,0,209.0,1.0,0,0.42540953,low_risk_log_only
154.0,11,4,0,0,154.0,1.0,0,0.14686324,low_risk_log_only
168.0,15,2,0,0,168.0,1.0,0,0.31393504,low_risk_log_only
46.0,16,1,0,1,46.69,0.9852216748768473,0,0.6490461,medium_risk_human_review
46.0,10,4,0,0,46.0,1.0,0,0.26874724,low_risk_log_only
35.0,14,4,0,0,35.0,1.0,0,0.10396551,low_risk_log_only
201.6,22,4,0,0,201.6,1.0,0,0.3860656,low_risk_log_only
313.6,8,0,0,0,313.6,1.0,0,0.02760624,low_risk_log_only
55.0,11,4,0,1,60.89,0.9032681885367055,0,0.725716,high_risk_auto_flag
185.39,17,4,0,2,467.5,0.39655614973262027,1,0.53921807,medium_risk_human_review
132.0,14,5,0,0,132.0,1.0,0,0.2751214,low_risk_log_only
30.0,12,5,0,0,30.0,1.0,0,0.01073687,low_risk_log_only
78.96,16,3,0,0,78.96,1.0,0,0.19614378,low_risk_log_only
89.6,17,0,0,1,89.6,1.0,0,0.45448127,medium_risk_human_review
308.0,16,0,0,0,308.0,1.0,0,0.08481682,low_risk_log_only
286.0,12,3,0,0,286.0,1.0,0,0.17241077,low_risk_log_only
253.0,14,1,0,0,253.0,1.0,0,0.12167347,low_risk_log_only
16.5,14,2,0,0,16.5,1.0,0,0.0032853417,low_risk_log_only
25.0,15,5,0,0,25.0,1.0,0,0.013792491,low_risk_log_only
99.0,15,4,0,0,99.0,1.0,0,0.1931391,low_risk_log_only
34.5,19,4,0,0,34.5,1.0,0,0.12224219,low_risk_log_only
43.7,12,6,0,0,43.7,1.0,0,0.007164491,low_risk_log_only
99.0,16,4,0,0,99.0,1.0,0,0.19153334,low_risk_log_only
110.0,18,2,0,0,110.0,1.0,0,0.29055926,low_risk_log_only
848.0,14,3,0,0,848.0,1.0,0,0.37266132,low_risk_log_only
134.4,9,4,0,0,134.4,1.0,0,0.12597258,low_risk_log_only
5.0,11,3,0,0,5.0,1.0,0,0.003118665,low_risk_log_only
5.0,21,2,0,0,5.0,1.0,0,0.0025579531,low_risk_log_only
275.0,15,3,0,0,275.0,1.0,0,0.22197135,low_risk_log_only
103.5,23,3,1,0,103.5,1.0,0,0.12188107,low_risk_log_only
78.4,10,0,0,0,78.4,1.0,0,0.043317065,low_risk_log_only
138.0,10,5,0,0,138.0,1.0,0,0.1739513,low_risk_log_only
40.0,16,4,0,0,40.0,1.0,0,0.24094251,low_risk_log_only
264.5,18,0,0,0,264.5,1.0,0,0.10619314,low_risk_log_only
100.8,15,5,0,0,100.8,1.0,0,0.28414157,low_risk_log_only
154.0,9,3,0,0,154.0,1.0,0,0.07598661,low_risk_log_only
274.38,10,4,0,0,274.38,1.0,0,0.12752406,low_risk_log_only
111.65,8,0,0,0,111.65,1.0,0,0.07091747,low_risk_log_only
55.0,15,5,0,0,55.0,1.0,0,0.15538964,low_risk_log_only
46.0,22,1,0,0,46.0,1.0,0,0.2803814,low_risk_log_only
67.2,10,1,0,1,268.8,0.25,0,0.20269404,low_risk_log_only
34.5,20,5,0,0,34.5,1.0,0,0.018780142,low_risk_log_only
62.1,9,3,0,1,62.1,1.0,0,0.6440449,medium_risk_human_review
69.0,17,3,0,1,46.0,1.5,0,0.74346095,high_risk_auto_flag
100.8,10,5,0,1,89.6,1.125,0,0.1811523,low_risk_log_only
110.0,21,3,0,0,110.0,1.0,0,0.31691194,low_risk_log_only
92.0,16,4,0,0,92.0,1.0,0,0.098229736,low_risk_log_only
100.8,13,2,0,0,100.8,1.0,0,0.06872314,low_risk_log_only
330.0,17,4,0,1,57.5,5.739130434782608,0,0.9003732,high_risk_auto_flag
68.66,15,5,0,0,68.66,1.0,0,0.06666527,low_risk_log_only
49.5,23,6,1,0,49.5,1.0,0,0.04712496,low_risk_log_only
242.0,11,0,0,0,242.0,1.0,0,0.06300254,low_risk_log_only
402.5,19,4,0,0,402.5,1.0,1,0.6129617,medium_risk_human_review
20.0,13,2,0,0,20.0,1.0,0,0.009672847,low_risk_log_only
38.5,17,1,0,0,38.5,1.0,0,0.26167318,low_risk_log_only
84.0,8,2,0,0,84.0,1.0,0,0.006623536,low_risk_log_only
16.5,19,3,0,0,16.5,1.0,0,0.001002192,low_risk_log_only
297.0,21,2,0,1,77.0,3.857142857142857,0,0.69610274,medium_risk_human_review
31.05,11,2,0,0,31.05,1.0,0,0.14792994,low_risk_log_only
34.5,14,2,0,0,34.5,1.0,0,0.17833681,low_risk_log_only
448.0,12,0,0,0,448.0,1.0,0,0.18641222,low_risk_log_only
143.0,15,2,0,0,143.0,1.0,0,0.060150597,low_risk_log_only
33.0,13,1,0,0,33.0,1.0,0,0.12354495,low_risk_log_only
46.0,18,4,0,0,46.0,1.0,0,0.23610643,low_risk_log_only
110.0,15,4,0,0,110.0,1.0,0,0.35509464,low_risk_log_only
72.0,13,6,0,1,96.0,0.75,0,0.088294856,low_risk_log_only
15.0,22,6,0,0,15.0,1.0,0,7.6197386e-05,low_risk_log_only
20.0,19,2,0,0,20.0,1.0,0,0.007966814,low_risk_log_only
63.46,19,0,0,0,63.46,1.0,0,0.27612305,low_risk_log_only
25.0,9,4,0,0,25.0,1.0,0,0.031938966,low_risk_log_only
23.0,20,2,0,1,23.0,1.0,0,0.047747806,low_risk_log_only
46.0,17,4,0,2,46.0,1.0,0,0.9668686,high_risk_auto_flag
77.0,23,5,1,0,77.0,1.0,0,0.046678964,low_risk_log_only
280.0,11,4,0,0,280.0,1.0,0,0.19552124,low_risk_log_only
143.0,23,2,1,0,143.0,1.0,0,0.117815845,low_risk_log_only
46.0,15,1,0,0,46.0,1.0,0,0.5292416,medium_risk_human_review
99.0,5,2,1,0,99.0,1.0,0,0.11605135,low_risk_log_only
220.0,12,5,0,0,220.0,1.0,0,0.44529396,low_risk_log_only
830.0,13,0,0,0,830.0,1.0,0,0.012701451,low_risk_log_only
132.25,18,0,0,0,132.25,1.0,0,0.20091134,low_risk_log_only
66.0,20,4,0,0,66.0,1.0,0,0.51111156,medium_risk_human_review
57.5,13,2,0,4,57.5,1.0,0,0.9718107,high_risk_auto_flag
23.0,13,4,0,0,23.0,1.0,0,0.004098674,low_risk_log_only
80.5,9,1,0,1,313.6,0.25669642857142855,0,0.2482493,low_risk_log_only
172.5,15,3,0,1,172.5,1.0,1,0.87467545,high_risk_auto_flag
34.5,18,1,0,0,34.5,1.0,0,0.25929207,low_risk_log_only
20.0,16,2,0,0,20.0,1.0,0,0.020472197,low_risk_log_only
154.0,13,2,0,0,154.0,1.0,0,0.016112441,low_risk_log_only
100.8,22,1,0,0,100.8,1.0,0,0.20508407,low_risk_log_only
88.0,23,1,1,0,88.0,1.0,0,0.08668413,low_risk_log_only
220.0,23,4,1,1,100.8,2.182539682539683,0,0.5655831,medium_risk_human_review
209.0,16,4,0,0,209.0,1.0,0,0.50281155,medium_risk_human_review
172.5,19,3,0,0,172.5,1.0,1,0.45864803,medium_risk_human_review
33.0,20,5,0,0,33.0,1.0,0,0.015384543,low_risk_log_only
10.0,16,3,0,0,10.0,1.0,0,0.00229204,low_risk_log_only
132.0,22,0,0,0,132.0,1.0,0,0.20091134,low_risk_log_only
35.0,14,5,0,0,35.0,1.0,0,0.016202932,low_risk_log_only
250.0,16,6,0,18,250.0,1.0,1,0.99908066,high_risk_auto_flag
99.0,16,5,0,0,99.0,1.0,0,0.31683746,low_risk_log_only
268.8,21,6,0,0,268.8,1.0,0,0.030515108,low_risk_log_only
57.5,0,3,1,0,57.5,1.0,0,0.79154575,high_risk_auto_flag
143.0,12,3,0,0,143.0,1.0,0,0.075924195,low_risk_log_only
104.5,18,1,0,0,104.5,1.0,1,0.2022315,low_risk_log_only
69.0,20,3,0,0,69.0,1.0,0,0.19271307,low_risk_log_only
34.5,12,3,0,0,34.5,1.0,0,0.11172612,low_risk_log_only
56.0,19,3,0,1,77.0,0.7272727272727273,0,0.26816297,low_risk_log_only
23.0,13,3,0,0,23.0,1.0,0,0.004098674,low_risk_log_only
89.6,20,6,0,0,89.6,1.0,0,0.011011172,low_risk_log_only
23.0,19,4,0,0,23.0,1.0,0,0.0029635008,low_risk_log_only
352.0,13,5,0,2,286.0,1.2307692307692308,1,0.9286977,high_risk_auto_flag
99.0,18,2,0,0,99.0,1.0,0,0.20508407,low_risk_log_only
110.0,23,3,1,0,110.0,1.0,0,0.1831725,low_risk_log_only
138.0,10,2,0,0,138.0,1.0,0,0.047229078,low_risk_log_only
62.1,23,5,1,0,62.1,1.0,0,0.038374368,low_risk_log_only
70.0,7,3,0,0,70.0,1.0,0,0.031584527,low_risk_log_only
161.0,17,6,0,0,161.0,1.0,0,0.01739396,low_risk_log_only
46.0,10,0,0,0,46.0,1.0,0,0.140449,low_risk_log_only
126.5,19,4,0,0,126.5,1.0,0,0.31061077,low_risk_log_only
99.0,11,4,0,0,99.0,1.0,0,0.25291586,low_risk_log_only
100.8,14,5,0,0,100.8,1.0,0,0.19819354,low_risk_log_only
336.0,19,4,0,0,336.0,1.0,0,0.13643943,low_risk_log_only
78.4,16,2,0,0,78.4,1.0,0,0.1816536,low_risk_log_only
49.5,23,3,1,1,16.5,3.0,0,0.0046684206,low_risk_log_only
78.4,21,0,0,0,78.4,1.0,0,0.1577579,low_risk_log_only
121.0,20,1,0,0,121.0,1.0,0,0.21427143,low_risk_log_only
220.0,14,1,0,1,36.66,6.001091107474087,0,0.3531803,low_risk_log_only
89.6,18,0,0,0,89.6,1.0,0,0.07015829,low_risk_log_only
134.4,19,2,0,0,134.4,1.0,0,0.18470976,low_risk_log_only
70.0,18,5,0,2,35.53,1.9701660568533632,0,0.11147054,low_risk_log_only
46.0,15,4,0,1,46.0,1.0,0,0.8759063,high_risk_auto_flag
345.0,20,2,0,1,246.4,1.4001623376623376,0,0.21816917,low_risk_log_only
190.4,13,3,0,3,190.4,1.0,0,0.97081536,high_risk_auto_flag
69.0,13,4,0,0,69.0,1.0,0,0.10208635,low_risk_log_only
88.0,16,2,0,0,88.0,1.0,0,0.07779117,low_risk_log_only
198.0,16,4,0,1,198.0,1.0,0,0.73916715,high_risk_auto_flag
23.0,23,0,1,0,23.0,1.0,0,0.011228451,low_risk_log_only
297.0,11,0,0,0,297.0,1.0,0,0.17672063,low_risk_log_only
46.0,16,4,0,0,46.0,1.0,0,0.60069776,medium_risk_human_review
112.0,10,0,0,0,112.0,1.0,0,0.14637922,low_risk_log_only
104.5,10,2,0,0,104.5,1.0,0,0.09954172,low_risk_log_only
268.8,0,2,1,0,268.8,1.0,0,0.2904916,low_risk_log_only
69.0,19,3,0,0,69.0,1.0,0,0.19271307,low_risk_log_only
44.8,17,0,0,0,44.8,1.0,0,0.26595467,low_risk_log_only
104.5,14,4,0,0,104.5,1.0,0,0.12775642,low_risk_log_only
99.0,17,4,0,0,99.0,1.0,0,0.19153334,low_risk_log_only
23.0,20,2,0,1,23.0,1.0,0,0.047747806,low_risk_log_only
159.5,19,4,0,0,159.5,1.0,0,0.106324375,low_risk_log_only
69.0,13,2,0,0,69.0,1.0,0,0.05116942,low_risk_log_only
35.53,16,5,0,0,35.53,1.0,0,0.03233855,low_risk_log_only
154.0,15,1,0,0,154.0,1.0,0,0.04043079,low_risk_log_only
34.5,15,1,0,0,34.5,1.0,0,0.42780834,low_risk_log_only
36.0,13,5,0,0,36.0,1.0,0,0.013856831,low_risk_log_only
154.0,18,4,0,0,154.0,1.0,0,0.106324375,low_risk_log_only
154.0,23,0,1,0,154.0,1.0,0,0.09906583,low_risk_log_only
112.0,10,0,0,0,112.0,1.0,0,0.14637922,low_risk_log_only
46.0,20,6,0,0,46.0,1.0,0,0.008860608,low_risk_log_only
20.0,22,1,0,0,20.0,1.0,0,0.021275926,low_risk_log_only
99.0,21,3,0,0,99.0,1.0,0,0.2261557,low_risk_log_only
154.0,18,1,0,0,154.0,1.0,0,0.04755904,low_risk_log_only
112.0,22,3,0,0,112.0,1.0,0,0.34365085,low_risk_log_only
69.0,14,4,0,0,69.0,1.0,0,0.123656824,low_risk_log_only
172.5,14,2,0,0,172.5,1.0,0,0.21484092,low_risk_log_only
145.6,3,3,1,0,145.6,1.0,0,0.48954293,medium_risk_human_review
89.6,16,2,0,0,89.6,1.0,0,0.07779117,low_risk_log_only
184.0,11,3,0,0,184.0,1.0,0,0.29818565,low_risk_log_only
46.0,18,1,0,0,46.0,1.0,0,0.184142,low_risk_log_only
23.0,19,2,0,0,23.0,1.0,0,0.0070011164,low_risk_log_only
1696.0,15,3,0,0,1696.0,1.0,0,0.17603232,low_risk_log_only
55.0,21,5,0,1,66.0,0.8333333333333334,0,0.08317525,low_risk_log_only
110.0,16,5,0,0,110.0,1.0,0,0.52736706,medium_risk_human_review
268.9,10,4,0,0,268.9,1.0,0,0.12752406,low_risk_log_only
56.0,14,2,0,0,56.0,1.0,0,0.15721329,low_risk_log_only
69.0,21,5,0,0,69.0,1.0,0,0.059279777,low_risk_log_only
112.0,22,4,0,0,112.0,1.0,1,0.34365085,low_risk_log_only
99.0,18,3,0,0,99.0,1.0,0,0.2261557,low_risk_log_only
138.0,10,6,0,0,138.0,1.0,0,0.011949056,low_risk_log_only
352.0,10,3,0,0,352.0,1.0,0,0.0714924,low_risk_log_only
99.0,23,4,1,0,99.0,1.0,0,0.10044735,low_risk_log_only
230.0,13,2,0,0,230.0,1.0,0,0.0501454,low_risk_log_only
336.0,14,3,0,0,336.0,1.0,0,0.10337792,low_risk_log_only
66.0,11,1,0,0,66.0,1.0,0,0.1875333,low_risk_log_only
89.6,14,0,0,1,77.0,1.1636363636363636,0,0.30651754,low_risk_log_only
396.0,23,4,1,0,396.0,1.0,0,0.3526395,low_risk_log_only
69.0,23,4,1,0,69.0,1.0,0,0.09465549,low_risk_log_only
224.0,13,0,0,0,224.0,1.0,0,0.03041391,low_risk_log_only
140.0,16,4,0,0,140.0,1.0,0,0.14156519,low_risk_log_only
190.4,21,1,0,0,190.4,1.0,0,0.33600596,low_risk_log_only
156.8,16,0,0,1,110.0,1.4254545454545455,0,0.65400344,medium_risk_human_review
88.0,22,3,0,0,88.0,1.0,0,0.073163785,low_risk_log_only
134.4,15,0,0,0,134.4,1.0,0,0.17687516,low_risk_log_only
89.6,18,3,0,0,89.6,1.0,0,0.073163785,low_risk_log_only
92.0,15,2,0,0,92.0,1.0,0,0.080692746,low_risk_log_only
154.0,18,4,0,0,154.0,1.0,0,0.106324375,low_risk_log_only
172.5,19,4,0,1,112.0,1.5401785714285714,0,0.7435803,high_risk_auto_flag
154.0,14,4,0,0,154.0,1.0,0,0.08348849,low_risk_log_only
49.5,13,5,0,0,49.5,1.0,0,0.04407542,low_risk_log_only
121.0,15,4,0,0,121.0,1.0,0,0.2706958,low_risk_log_only
154.0,13,0,0,0,154.0,1.0,0,0.016112441,low_risk_log_only
176.0,22,1,0,0,176.0,1.0,0,0.24082218,low_risk_log_only
55.0,20,1,0,0,55.0,1.0,0,0.3211226,low_risk_log_only
44.8,19,0,0,0,44.8,1.0,0,0.10100061,low_risk_log_only
23.0,1,4,1,0,23.0,1.0,0,0.07797068,low_risk_log_only
154.0,10,3,0,0,154.0,1.0,0,0.07598661,low_risk_log_only
286.0,23,0,1,0,286.0,1.0,0,0.27400956,low_risk_log_only
134.4,14,2,0,0,134.4,1.0,0,0.07714142,low_risk_log_only
242.0,15,1,0,0,242.0,1.0,0,0.090437,low_risk_log_only
88.0,13,5,0,4,42.0,2.0952380952380953,0,0.46904448,medium_risk_human_review
132.0,8,3,0,0,132.0,1.0,0,0.066447765,low_risk_log_only
92.0,15,2,0,0,92.0,1.0,0,0.080692746,low_risk_log_only
46.0,13,4,0,0,46.0,1.0,0,0.52864385,medium_risk_human_review
275.0,15,5,0,0,275.0,1.0,0,0.33187956,low_risk_log_only
55.0,17,4,0,0,55.0,1.0,0,0.54611915,medium_risk_human_review
143.0,0,6,1,0,143.0,1.0,0,0.02974681,low_risk_log_only
104.5,21,3,0,0,104.5,1.0,0,0.2230923,low_risk_log_only
27.5,11,3,0,0,27.5,1.0,0,0.10489824,low_risk_log_only
57.5,11,3,0,0,57.5,1.0,0,0.704458,high_risk_auto_flag
40.0,16,1,0,0,40.0,1.0,0,0.21250938,low_risk_log_only
66.0,13,4,0,0,66.0,1.0,0,0.39663127,low_risk_log_only
46.0,9,4,0,0,46.0,1.0,0,0.26874724,low_risk_log_only
34.5,17,0,0,0,34.5,1.0,0,0.5532182,medium_risk_human_review
132.0,9,2,0,0,132.0,1.0,0,0.0579649,low_risk_log_only
23.0,18,4,0,1,23.0,1.0,0,0.032091174,low_risk_log_only
69.0,18,4,0,0,69.0,1.0,0,0.19271307,low_risk_log_only
156.8,8,1,0,0,156.8,1.0,0,0.0071255905,low_risk_log_only
23.0,22,3,0,0,23.0,1.0,0,0.00370511,low_risk_log_only
154.0,14,3,0,0,154.0,1.0,0,0.06429604,low_risk_log_only
209.0,10,1,0,0,209.0,1.0,0,0.25744584,low_risk_log_only
352.0,11,0,0,1,110.0,3.2,0,0.32402334,low_risk_log_only
